Scate-ma2	38717644	38717649
Scate-ma2	38717649	38717811
Scate-ma2	38717811	38717814
Scate-ma2	38717814	38717996
Scate-ma2	38717996	38717999
Scate-ma2	38717999	38718111
Scate-ma2	38718111	38718134
Scate-ma2	38718134	38718136
Scate-ma2	38718136	38718137
Scate-ma2	38718137	38718164
Scate-ma2	38719417	38719427
Scate-ma2	38721480	38721482
Scate-ma2	38722826	38722830
Scate-ma2	38723133	38723134
Scate-ma2	38725213	38725217
Scate-ma2	38725229	38725230
Scate-ma2	38727442	38727449
Scate-ma2	38727690	38727700
Scate-ma2	38727700	38727704
Scate-ma2	38727744	38727752
Scate-ma2	38728006	38728007
Scate-ma2	38729432	38729439
Scate-ma2	38729750	38729753
Scate-ma2	38730292	38730316
Scate-ma2	38730497	38730504
Scate-ma2	38731315	38731318
Scate-ma2	38731545	38731550
Scate-ma2	38731690	38731692
Scate-ma2	38732803	38732813
Scate-ma2	38732817	38732831
Scate-ma2	38732860	38732964
Scate-ma2	38732974	38732981
Scate-ma2	38732981	38732989
Scate-ma2	38732989	38732993
Scate-ma2	38734710	38734718
Scate-ma2	38734819	38734828
Scate-ma2	38734828	38734829
Scate-ma2	38735242	38735446
Scate-ma2	38736113	38736218
Scate-ma2	38736430	38736562
Scate-ma2	38736905	38736909
Scate-ma2	38736943	38736947
Scate-ma2	38737049	38737050
Scate-ma2	38737054	38737058
Scate-ma2	38737398	38737402
Scate-ma2	38737485	38737487
Scate-ma2	38737487	38737488
Scate-ma2	38737509	38737512
Scate-ma2	38737752	38737758
Scate-ma2	38738239	38738312
Scate-ma2	38738312	38738319
Scate-ma2	38738319	38738323
Scate-ma2	38738323	38738331
Scate-ma2	38738728	38738733
Scate-ma2	38738836	38738840
Scate-ma2	38738840	38738845
Scate-ma2	38738845	38738846
Scate-ma2	38739292	38739298
Scate-ma2	38739812	38739816
Scate-ma2	38740010	38740100
Scate-ma2	38740100	38740267
Scate-ma2	38740267	38740345
Scate-ma2	38743151	38743153
Scate-ma2	38743286	38743287
Scate-ma2	38744385	38744388
Scate-ma2	38744391	38744392
Scate-ma2	38745571	38745583
Scate-ma2	38746405	38746408
Scate-ma2	38749784	38749789
Scate-ma2	38749789	38749793
Scate-ma2	38751440	38751513
Scate-ma2	38751590	38751676
Scate-ma2	38751676	38751678
Scate-ma2	38751678	38751687
Scate-ma2	38751687	38751779
Scate-ma2	38751779	38751869
Scate-ma2	38751954	38752058
Scate-ma2	38752235	38752333
Scate-ma2	38753013	38753018
Scate-ma2	38755319	38755328
Scate-ma2	38755373	38755386
Scate-ma2	38755436	38755440
Scate-ma2	38755675	38755678
