Scate-mi2	5529576	5529583
Scate-mi2	5529623	5529625
Scate-mi2	5531114	5531120
Scate-mi2	5531120	5531123
Scate-mi2	5531265	5531268
Scate-mi2	5531656	5531658
Scate-mi2	5531984	5532028
Scate-mi2	5532028	5532119
Scate-mi2	5532119	5532207
Scate-mi2	5532553	5532567
Scate-mi2	5532875	5532897
Scate-mi2	5533901	5533903
Scate-mi2	5535078	5535079
Scate-mi2	5535438	5535450
Scate-mi2	5535450	5535451
Scate-mi2	5535451	5535469
Scate-mi2	5536258	5536362
Scate-mi2	5536446	5536459
Scate-mi2	5536459	5536483
Scate-mi2	5536483	5536484
Scate-mi2	5536484	5536487
Scate-mi2	5536487	5536522
Scate-mi2	5536522	5536527
Scate-mi2	5536527	5536532
Scate-mi2	5536532	5536533
Scate-mi2	5536534	5536535
Scate-mi2	5536536	5536567
Scate-mi2	5536567	5536570
Scate-mi2	5536570	5536601
Scate-mi2	5536686	5536698
Scate-mi2	5536698	5536706
Scate-mi2	5537509	5537619
Scate-mi2	5538426	5538434
Scate-mi2	5539374	5539377
Scate-mi2	5540478	5540482
Scate-mi2	5540777	5540778
Scate-mi2	5540778	5540779
Scate-mi2	5541563	5541566
Scate-mi2	5541566	5541569
Scate-mi2	5542621	5542636
Scate-mi2	5542636	5542643
Scate-mi2	5543054	5543060
Scate-mi2	5543709	5543717
Scate-mi2	5543805	5543814
Scate-mi2	5544242	5544245
Scate-mi2	5544736	5544738
Scate-mi2	5544738	5544741
Scate-mi2	5544980	5544981
Scate-mi2	5545426	5545433
Scate-mi2	5545433	5545438
Scate-mi2	5545792	5545794
Scate-mi2	5546087	5546094
Scate-mi2	5546757	5546758
Scate-mi2	5546969	5547020
Scate-mi2	5547020	5547032
Scate-mi2	5547032	5547033
Scate-mi2	5547033	5547082
Scate-mi2	5547082	5547158
Scate-mi2	5547207	5547228
Scate-mi2	5547228	5547231
Scate-mi2	5547231	5547238
Scate-mi2	5547238	5547242
Scate-mi2	5547242	5547243
Scate-mi2	5547243	5547247
Scate-mi2	5547247	5547248
Scate-mi2	5547248	5547250
Scate-mi2	5547250	5547263
Scate-mi2	5547263	5547264
