Scate-ma2	71577776	71577793
Scate-ma2	71577793	71577800
Scate-ma2	71577800	71577860
Scate-ma2	71577860	71577863
Scate-ma2	71577863	71577879
Scate-ma2	71577879	71577880
Scate-ma2	71577880	71577883
Scate-ma2	71577883	71577885
Scate-ma2	71577885	71577886
Scate-ma2	71577886	71577899
Scate-ma2	71577899	71577902
Scate-ma2	71577902	71577906
Scate-ma2	71577906	71577911
Scate-ma2	71577911	71577917
Scate-ma2	71577917	71577949
Scate-ma2	71577949	71577950
Scate-ma2	71577950	71577959
Scate-ma2	71577959	71577961
Scate-ma2	71577961	71577967
Scate-ma2	71577967	71577969
Scate-ma2	71577969	71577973
Scate-ma2	71577973	71578388
Scate-ma2	71578388	71578512
Scate-ma2	71578512	71578533
Scate-ma2	71578533	71578534
Scate-ma2	71578534	71578535
Scate-ma2	71578535	71578537
Scate-ma2	71578537	71578546
Scate-ma2	71578546	71578876
Scate-ma2	71578876	71578881
Scate-ma2	71578881	71578886
Scate-ma2	71578886	71578897
Scate-ma2	71578897	71578908
Scate-ma2	71578908	71578926
Scate-ma2	71578926	71578927
Scate-ma2	71578927	71578983
Scate-ma2	71578983	71578984
Scate-ma2	71578984	71578985
Scate-ma2	71578985	71578986
Scate-ma2	71578986	71578988
Scate-ma2	71578988	71578990
Scate-ma2	71578990	71578997
Scate-ma2	71578997	71578998
Scate-ma2	71578998	71578999
Scate-ma2	71578999	71579004
Scate-ma2	71579004	71579005
Scate-ma2	71579005	71579006
Scate-ma2	71579006	71579007
Scate-ma2	71579007	71579079
Scate-ma2	71579079	71579081
Scate-ma2	71579081	71579082
Scate-ma2	71579082	71579086
Scate-ma2	71579086	71579088
Scate-ma2	71579088	71579089
Scate-ma2	71579089	71579090
Scate-ma2	71579090	71579125
Scate-ma2	71579125	71579129
Scate-ma2	71579129	71579143
Scate-ma2	71579143	71579145
Scate-ma2	71579145	71579154
Scate-ma2	71579154	71579155
Scate-ma2	71579155	71579159
Scate-ma2	71579159	71579162
Scate-ma2	71579162	71579163
Scate-ma2	71579163	71579165
Scate-ma2	71579165	71579181
Scate-ma2	71579181	71579191
Scate-ma2	71579191	71579192
Scate-ma2	71579192	71579274
Scate-ma2	71579274	71579277
Scate-ma2	71579277	71579283
Scate-ma2	71579283	71579284
Scate-ma2	71579284	71579286
Scate-ma2	71579286	71579296
Scate-ma2	71579296	71579411
Scate-ma2	71579411	71579416
Scate-ma2	71579416	71579420
Scate-ma2	71579420	71579522
Scate-ma2	71579522	71579530
Scate-ma2	71579530	71579537
Scate-ma2	71579537	71579553
Scate-ma2	71579553	71579562
Scate-ma2	71579562	71579564
Scate-ma2	71579564	71579709
Scate-ma2	71579709	71579710
Scate-ma2	71579710	71579726
Scate-ma2	71579726	71579727
Scate-ma2	71579727	71579730
Scate-ma2	71579730	71579769
Scate-ma2	71579769	71579773
Scate-ma2	71579773	71579786
Scate-ma2	71579786	71579806
Scate-ma2	71579806	71579808
Scate-ma2	71579808	71579810
Scate-ma2	71579810	71579811
Scate-ma2	71579811	71579812
Scate-ma2	71579812	71579813
Scate-ma2	71579813	71579814
Scate-ma2	71579814	71579816
Scate-ma2	71579816	71579863
Scate-ma2	71579863	71579879
Scate-ma2	71579879	71579881
