Scate-ma3	144844282	144844283
Scate-ma3	144844283	144844297
Scate-ma3	144844297	144844300
Scate-ma3	144844634	144844646
Scate-ma3	144846790	144846797
Scate-ma3	144846797	144846801
Scate-ma3	144846982	144846998
Scate-ma3	144846998	144846999
Scate-ma3	144848290	144848296
Scate-ma3	144848296	144848297
Scate-ma3	144848297	144848299
Scate-ma3	144848510	144848517
Scate-ma3	144848517	144848521
Scate-ma3	144848674	144848682
Scate-ma3	144848682	144848712
Scate-ma3	144848712	144848724
Scate-ma3	144850268	144850273
Scate-ma3	144850273	144850274
Scate-ma3	144850274	144850290
Scate-ma3	144850290	144850293
Scate-ma3	144850293	144850320
Scate-ma3	144850327	144850331
Scate-ma3	144851009	144851039
Scate-ma3	144851501	144851661
Scate-ma3	144851920	144851925
Scate-ma3	144852231	144852233
Scate-ma3	144852293	144852296
Scate-ma3	144852423	144852457
Scate-ma3	144852457	144852463
Scate-ma3	144852463	144852467
Scate-ma3	144852500	144852505
Scate-ma3	144853043	144853044
Scate-ma3	144853125	144853126
Scate-ma3	144853126	144853132
Scate-ma3	144853132	144853135
Scate-ma3	144853546	144853548
Scate-ma3	144853646	144853654
Scate-ma3	144853655	144853657
Scate-ma3	144854021	144854022
Scate-ma3	144854180	144854289
Scate-ma3	144854543	144854545
Scate-ma3	144854545	144854551
Scate-ma3	144854551	144854556
Scate-ma3	144855066	144855107
Scate-ma3	144855107	144855113
Scate-ma3	144855113	144855143
Scate-ma3	144855199	144855201
Scate-ma3	144855202	144855248
Scate-ma3	144855248	144855268
Scate-ma3	144855268	144855308
Scate-ma3	144856659	144856663
Scate-ma3	144857247	144857248
Scate-ma3	144858018	144858029
Scate-ma3	144858550	144858553
Scate-ma3	144858611	144858615
Scate-ma3	144859370	144859376
Scate-ma3	144860231	144860239
Scate-ma3	144860437	144860462
Scate-ma3	144860825	144860828
Scate-ma3	144860928	144860931
Scate-ma3	144860931	144860934
Scate-ma3	144861556	144861559
Scate-ma3	144862656	144862662
Scate-ma3	144862662	144862666
Scate-ma3	144862989	144862996
Scate-ma3	144863050	144863054
Scate-ma3	144863459	144863461
Scate-ma3	144864109	144864117
Scate-ma3	144864269	144864270
Scate-ma3	144865559	144865754
Scate-ma3	144866160	144866166
Scate-ma3	144866166	144866170
Scate-ma3	144866479	144866568
Scate-ma3	144867079	144867081
Scate-ma3	144868952	144868965
Scate-ma3	144868965	144868968
Scate-ma3	144868968	144868979
Scate-ma3	144870652	144870683
Scate-ma3	144870796	144870797
Scate-ma3	144871362	144871366
Scate-ma3	144871965	144871981
Scate-ma3	144872999	144873007
Scate-ma3	144873007	144873011
Scate-ma3	144874857	144874945
Scate-ma3	144875689	144875694
Scate-ma3	144876526	144876533
Scate-ma3	144876533	144876537
Scate-ma3	144876698	144876699
Scate-ma3	144876879	144876882
Scate-ma3	144876982	144876983
Scate-ma3	144876983	144876984
Scate-ma3	144876984	144876994
Scate-ma3	144877291	144877313
Scate-ma3	144878269	144878272
Scate-ma3	144878714	144878773
Scate-ma3	144880166	144880167
Scate-ma3	144884397	144884426
Scate-ma3	144884426	144884430
Scate-ma3	144884430	144884442
Scate-ma3	144884442	144884458
Scate-ma3	144885414	144885420
Scate-ma3	144885420	144885428
Scate-ma3	144885536	144885537
Scate-ma3	144887857	144887901
Scate-ma3	144887901	144887905
Scate-ma3	144887905	144887906
Scate-ma3	144887906	144887913
Scate-ma3	144887913	144887916
Scate-ma3	144887916	144887917
Scate-ma3	144887937	144887941
Scate-ma3	144888282	144888288
Scate-ma3	144888578	144888583
Scate-ma3	144890155	144890167
Scate-ma3	144890167	144890176
Scate-ma3	144890176	144890182
Scate-ma3	144890182	144890214
Scate-ma3	144890401	144890406
Scate-ma3	144891685	144891716
Scate-ma3	144893197	144893234
Scate-ma3	144893234	144893288
Scate-ma3	144893288	144893292
Scate-ma3	144893292	144893293
Scate-ma3	144893293	144893309
Scate-ma3	144894744	144894748
Scate-ma3	144895349	144895355
Scate-ma3	144896404	144896405
Scate-ma3	144896594	144896598
Scate-ma3	144896598	144896602
Scate-ma3	144896616	144896621
Scate-ma3	144896897	144896898
Scate-ma3	144896898	144896899
Scate-ma3	144896899	144896903
Scate-ma3	144896903	144896905
Scate-ma3	144896905	144896908
Scate-ma3	144897746	144897748
Scate-ma3	144897861	144897868
Scate-ma3	144898542	144898543
Scate-ma3	144900015	144900030
Scate-ma3	144900030	144900036
Scate-ma3	144900524	144900634
Scate-ma3	144902602	144902603
Scate-ma3	144903028	144903034
Scate-ma3	144903069	144903075
Scate-ma3	144905863	144905870
Scate-ma3	144905898	144905900
Scate-ma3	144906435	144906438
Scate-ma3	144906638	144906642
Scate-ma3	144908677	144908686
Scate-ma3	144908686	144908692
Scate-ma3	144909627	144909630
Scate-ma3	144909871	144909876
Scate-ma3	144909984	144910055
Scate-ma3	144910612	144910622
Scate-ma3	144910622	144910623
Scate-ma3	144910623	144910636
Scate-ma3	144910636	144910645
Scate-ma3	144910645	144910649
Scate-ma3	144910652	144910667
Scate-ma3	144911450	144911451
Scate-ma3	144911451	144911465
Scate-ma3	144911465	144911467
Scate-ma3	144912103	144912104
Scate-ma3	144913753	144913756
Scate-ma3	144915709	144915715
Scate-ma3	144917370	144917373
Scate-ma3	144917472	144917477
Scate-ma3	144923479	144923489
Scate-ma3	144923489	144923493
Scate-ma3	144924804	144924809
Scate-ma3	144925022	144925045
Scate-ma3	144925048	144925050
Scate-ma3	144925052	144925053
Scate-ma3	144926571	144926604
Scate-ma3	144926876	144926896
Scate-ma3	144926896	144926900
Scate-ma3	144926900	144926960
Scate-ma3	144926960	144926964
Scate-ma3	144926964	144927101
Scate-ma3	144927101	144927103
Scate-ma3	144927103	144927104
Scate-ma3	144927104	144927105
Scate-ma3	144927105	144927137
Scate-ma3	144927137	144927138
Scate-ma3	144927138	144927143
Scate-ma3	144927143	144927144
Scate-ma3	144927144	144927145
Scate-ma3	144927145	144927147
Scate-ma3	144927147	144927148
Scate-ma3	144927148	144927170
Scate-ma3	144927170	144927178
Scate-ma3	144930016	144930021
Scate-ma3	144930246	144930340
Scate-ma3	144931211	144931217
Scate-ma3	144931383	144931385
Scate-ma3	144932063	144932129
Scate-ma3	144933065	144933067
Scate-ma3	144933413	144933415
Scate-ma3	144933829	144933835
Scate-ma3	144934250	144934252
Scate-ma3	144934545	144934556
Scate-ma3	144934998	144935002
Scate-ma3	144935865	144935977
Scate-ma3	144935977	144935981
Scate-ma3	144935981	144936002
Scate-ma3	144936002	144936003
Scate-ma3	144936013	144936130
Scate-ma3	144938708	144938716
Scate-ma3	144938935	144938942
Scate-ma3	144940820	144940877
Scate-ma3	144940877	144940933
Scate-ma3	144940933	144940947
Scate-ma3	144940947	144941042
Scate-ma3	144941042	144941097
Scate-ma3	144944130	144944133
Scate-ma3	144945020	144945114
Scate-ma3	144946332	144946334
Scate-ma3	144946368	144946374
Scate-ma3	144946374	144946378
