Scate-ma1	57525299	57525315
Scate-ma1	57525315	57525335
Scate-ma1	57525488	57525501
Scate-ma1	57525501	57525541
Scate-ma1	57525541	57525542
Scate-ma1	57527201	57527205
Scate-ma1	57528997	57529037
Scate-ma1	57529037	57529043
Scate-ma1	57529043	57529047
Scate-ma1	57529047	57529056
Scate-ma1	57529198	57529206
Scate-ma1	57529926	57529934
Scate-ma1	57529934	57529941
Scate-ma1	57532009	57532010
Scate-ma1	57534094	57534100
Scate-ma1	57534100	57534105
Scate-ma1	57545113	57545125
Scate-ma1	57545125	57545177
Scate-ma1	57545177	57545182
Scate-ma1	57545182	57545186
Scate-ma1	57545186	57545187
Scate-ma1	57546883	57546886
Scate-ma1	57546886	57546898
Scate-ma1	57546898	57546914
Scate-ma1	57546914	57546915
Scate-ma1	57550455	57550463
Scate-ma1	57550473	57550478
Scate-ma1	57550478	57550485
Scate-ma1	57550485	57550500
Scate-ma1	57550500	57550503
Scate-ma1	57550503	57550513
Scate-ma1	57550513	57550528
Scate-ma1	57550528	57550534
Scate-ma1	57550534	57550535
Scate-ma1	57550535	57550536
Scate-ma1	57550536	57550540
Scate-ma1	57550540	57550562
Scate-ma1	57554534	57554541
Scate-ma1	57554541	57554551
Scate-ma1	57554849	57554852
Scate-ma1	57554852	57554933
Scate-ma1	57554933	57554961
Scate-ma1	57555953	57555995
Scate-ma1	57555995	57555996
Scate-ma1	57555996	57556038
Scate-ma1	57556038	57556042
Scate-ma1	57556042	57556069
Scate-ma1	57556072	57556073
Scate-ma1	57557083	57557089
Scate-ma1	57557313	57557326
Scate-ma1	57557426	57557429
Scate-ma1	57561544	57561556
Scate-ma1	57561556	57561565
Scate-ma1	57562698	57562765
Scate-ma1	57566728	57566729
Scate-ma1	57566851	57566861
Scate-ma1	57568005	57568048
Scate-ma1	57569591	57569607
Scate-ma1	57570647	57570656
Scate-ma1	57574082	57574086
Scate-ma1	57574089	57574093
Scate-ma1	57574536	57574558
Scate-ma1	57576485	57576504
Scate-ma1	57578531	57578565
Scate-ma1	57578565	57578593
Scate-ma1	57578593	57578617
Scate-ma1	57578617	57578618
Scate-ma1	57578618	57578620
Scate-ma1	57578620	57578623
Scate-ma1	57578623	57578625
Scate-ma1	57578625	57578627
Scate-ma1	57578627	57578630
Scate-ma1	57578630	57578638
Scate-ma1	57578638	57578661
Scate-ma1	57578661	57578662
Scate-ma1	57578662	57578664
Scate-ma1	57578664	57578666
Scate-ma1	57578666	57578768
Scate-ma1	57578768	57578819
Scate-ma1	57578819	57578839
Scate-ma1	57579198	57579218
Scate-ma1	57579318	57579319
Scate-ma1	57579320	57579363
Scate-ma1	57579640	57579760
Scate-ma1	57579781	57579866
Scate-ma1	57580145	57580146
Scate-ma1	57580149	57580150
Scate-ma1	57580155	57580157
Scate-ma1	57580354	57580408
Scate-ma1	57580658	57580662
Scate-ma1	57580662	57580665
Scate-ma1	57580882	57580887
Scate-ma1	57580887	57580889
Scate-ma1	57580889	57580892
Scate-ma1	57580892	57580893
Scate-ma1	57580893	57580894
Scate-ma1	57580894	57580898
Scate-ma1	57580898	57580899
Scate-ma1	57581193	57581345
Scate-ma1	57581345	57581346
Scate-ma1	57581346	57581364
Scate-ma1	57582541	57582547
Scate-ma1	57583165	57583186
Scate-ma1	57583186	57583245
Scate-ma1	57583245	57583270
Scate-ma1	57583270	57583274
Scate-ma1	57583274	57583282
Scate-ma1	57583282	57583284
Scate-ma1	57583284	57583286
Scate-ma1	57583286	57583331
Scate-ma1	57583331	57583332
Scate-ma1	57583332	57583334
Scate-ma1	57583334	57583420
Scate-ma1	57583420	57583501
Scate-ma1	57583501	57583555
Scate-ma1	57583685	57583693
Scate-ma1	57583934	57583937
Scate-ma1	57584411	57584413
Scate-ma1	57584818	57584833
Scate-ma1	57586477	57586483
Scate-ma1	57586922	57586926
Scate-ma1	57586926	57586928
Scate-ma1	57588253	57588257
Scate-ma1	57588257	57588261
Scate-ma1	57589680	57589687
Scate-ma1	57594358	57594362
Scate-ma1	57596138	57596143
Scate-ma1	57596524	57596529
Scate-ma1	57596573	57596575
Scate-ma1	57596765	57596766
Scate-ma1	57596842	57596853
Scate-ma1	57597849	57597852
Scate-ma1	57599558	57599563
Scate-ma1	57599563	57599567
Scate-ma1	57599942	57599990
Scate-ma1	57602682	57602685
Scate-ma1	57603147	57603151
Scate-ma1	57605209	57605213
Scate-ma1	57605213	57605218
Scate-ma1	57607473	57607477
Scate-ma1	57610565	57610569
Scate-ma1	57613122	57613125
Scate-ma1	57614369	57614377
Scate-ma1	57614377	57614382
Scate-ma1	57614382	57614386
Scate-ma1	57616984	57616990
Scate-ma1	57617817	57617821
Scate-ma1	57617827	57617831
Scate-ma1	57619252	57619255
Scate-ma1	57619255	57619261
Scate-ma1	57619261	57619264
Scate-ma1	57620980	57620987
Scate-ma1	57621762	57621793
Scate-ma1	57621795	57621799
Scate-ma1	57621800	57621804
Scate-ma1	57622083	57622092
Scate-ma1	57622092	57622096
Scate-ma1	57625810	57625811
Scate-ma1	57626957	57626963
Scate-ma1	57627398	57627404
Scate-ma1	57628487	57628630
Scate-ma1	57630159	57630169
Scate-ma1	57630169	57630174
Scate-ma1	57633193	57633194
Scate-ma1	57635143	57635144
Scate-ma1	57635144	57635163
Scate-ma1	57635163	57635178
Scate-ma1	57635877	57635899
Scate-ma1	57638957	57638994
Scate-ma1	57639071	57639316
Scate-ma1	57639327	57639400
Scate-ma1	57639575	57639583
Scate-ma1	57640805	57640807
Scate-ma1	57641434	57641437
Scate-ma1	57641437	57641439
Scate-ma1	57641439	57641459
Scate-ma1	57641621	57641627
Scate-ma1	57641728	57641736
Scate-ma1	57643796	57643800
Scate-ma1	57645193	57645196
Scate-ma1	57645311	57645312
Scate-ma1	57645674	57645684
Scate-ma1	57646188	57646190
Scate-ma1	57646671	57646677
Scate-ma1	57646708	57646742
Scate-ma1	57646742	57646751
Scate-ma1	57646751	57646756
Scate-ma1	57646756	57646796
Scate-ma1	57648138	57648144
Scate-ma1	57648144	57648148
Scate-ma1	57648148	57648150
Scate-ma1	57650620	57650632
Scate-ma1	57650632	57650647
Scate-ma1	57650647	57651641
Scate-ma1	57651641	57651926
Scate-ma1	57651926	57652498
Scate-ma1	57652498	57653158
Scate-ma1	57653158	57653213
Scate-ma1	57653213	57653214
Scate-ma1	57653214	57653224
Scate-ma1	57654181	57654189
Scate-ma1	57654239	57654244
Scate-ma1	57654421	57654424
Scate-ma1	57654999	57655000
